EFFECTIVE_DATE,JURISDICTION,PARTY,TERM,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.6610169491525424, 'recall': 0.7222222222222222, 'f1-score': 0.6902654867256637, 'support': 54}","{'precision': 0.8092105263157895, 'recall': 0.917910447761194, 'f1-score': 0.8601398601398601, 'support': 134}","{'precision': 0.7390510948905109, 'recall': 0.8960176991150443, 'f1-score': 0.81, 'support': 452}","{'precision': 0.9090909090909091, 'recall': 0.625, 'f1-score': 0.7407407407407406, 'support': 32}","{'precision': 0.7516005121638925, 'recall': 0.8735119047619048, 'f1-score': 0.8079834824501033, 'support': 672}","{'precision': 0.779592369862438, 'recall': 0.7902875922746151, 'f1-score': 0.7752865219015661, 'support': 672}","{'precision': 0.7548677526219837, 'recall': 0.8735119047619048, 'f1-score': 0.807078543520284, 'support': 672}",0.023035546764731407,2752,0.004051868803799152
"{'precision': 0.6, 'recall': 0.5555555555555556, 'f1-score': 0.576923076923077, 'support': 54}","{'precision': 0.7922077922077922, 'recall': 0.9104477611940298, 'f1-score': 0.8472222222222222, 'support': 134}","{'precision': 0.8571428571428571, 'recall': 0.6637168141592921, 'f1-score': 0.7481296758104738, 'support': 452}","{'precision': 0.8181818181818182, 'recall': 0.84375, 'f1-score': 0.8307692307692308, 'support': 32}","{'precision': 0.8160136286201022, 'recall': 0.7127976190476191, 'f1-score': 0.7609213661636219, 'support': 672}","{'precision': 0.7668831168831169, 'recall': 0.7433675327272193, 'f1-score': 0.7507610514312509, 'support': 672}","{'precision': 0.8216759431045143, 'recall': 0.7127976190476191, 'f1-score': 0.758066745212163, 'support': 672}",0.006198881193995476,2883,0.00405193492770195
"{'precision': 0.6046511627906976, 'recall': 0.48148148148148145, 'f1-score': 0.5360824742268042, 'support': 54}","{'precision': 0.8714285714285714, 'recall': 0.9104477611940298, 'f1-score': 0.8905109489051095, 'support': 134}","{'precision': 0.8585131894484412, 'recall': 0.7920353982300885, 'f1-score': 0.8239355581127733, 'support': 452}","{'precision': 0.8846153846153846, 'recall': 0.71875, 'f1-score': 0.7931034482758621, 'support': 32}","{'precision': 0.8450479233226837, 'recall': 0.7872023809523809, 'f1-score': 0.815100154083205, 'support': 672}","{'precision': 0.8048020770707737, 'recall': 0.7256786602263999, 'f1-score': 0.7609081073801373, 'support': 672}","{'precision': 0.8419319126495743, 'recall': 0.7872023809523809, 'f1-score': 0.8126117609722221, 'support': 672}",0.012585969641804695,3014,0.0025431187823414803
"{'precision': 0.6, 'recall': 0.5555555555555556, 'f1-score': 0.576923076923077, 'support': 54}","{'precision': 0.8439716312056738, 'recall': 0.8880597014925373, 'f1-score': 0.8654545454545455, 'support': 134}","{'precision': 0.8817966903073287, 'recall': 0.8252212389380531, 'f1-score': 0.8525714285714285, 'support': 452}","{'precision': 0.9230769230769231, 'recall': 0.75, 'f1-score': 0.8275862068965517, 'support': 32}","{'precision': 0.853125, 'recall': 0.8125, 'f1-score': 0.8323170731707318, 'support': 672}","{'precision': 0.8122113111474814, 'recall': 0.7547091239965364, 'f1-score': 0.7806338144614007, 'support': 672}","{'precision': 0.8535755418734142, 'recall': 0.8125, 'f1-score': 0.8318002969936468, 'support': 672}",0.0413365364074707,3145,0.0019003549823537469
"{'precision': 0.6086956521739131, 'recall': 0.5185185185185185, 'f1-score': 0.5599999999999999, 'support': 54}","{'precision': 0.8368794326241135, 'recall': 0.8805970149253731, 'f1-score': 0.8581818181818182, 'support': 134}","{'precision': 0.8779220779220779, 'recall': 0.7477876106194691, 'f1-score': 0.8076463560334529, 'support': 452}","{'precision': 0.9130434782608695, 'recall': 0.65625, 'f1-score': 0.7636363636363634, 'support': 32}","{'precision': 0.8487394957983193, 'recall': 0.7514880952380952, 'f1-score': 0.7971586424625099, 'support': 672}","{'precision': 0.8091351602452436, 'recall': 0.7007882860158402, 'f1-score': 0.7473661344629086, 'support': 672}","{'precision': 0.8497761602889132, 'recall': 0.7514880952380952, 'f1-score': 0.7957275002973928, 'support': 672}",0.05955334007740021,3276,0.001209682086482644
"{'precision': 0.6140350877192983, 'recall': 0.6481481481481481, 'f1-score': 0.6306306306306307, 'support': 54}","{'precision': 0.803921568627451, 'recall': 0.917910447761194, 'f1-score': 0.8571428571428571, 'support': 134}","{'precision': 0.8646080760095012, 'recall': 0.8053097345132744, 'f1-score': 0.8339060710194732, 'support': 452}","{'precision': 0.8, 'recall': 0.875, 'f1-score': 0.8358208955223881, 'support': 32}","{'precision': 0.8258258258258259, 'recall': 0.8184523809523809, 'f1-score': 0.8221225710014948, 'support': 672}","{'precision': 0.7706411830890625, 'recall': 0.8115920826056542, 'f1-score': 0.7893751135788373, 'support': 672}","{'precision': 0.8292949929899035, 'recall': 0.8184523809523809, 'f1-score': 0.8222961453403501, 'support': 672}",0.007655629888176918,3407,0.0016726908506825566
"{'precision': 0.625, 'recall': 0.6481481481481481, 'f1-score': 0.6363636363636364, 'support': 54}","{'precision': 0.8013245033112583, 'recall': 0.9029850746268657, 'f1-score': 0.849122807017544, 'support': 134}","{'precision': 0.8661800486618005, 'recall': 0.7876106194690266, 'f1-score': 0.8250289687137892, 'support': 452}","{'precision': 0.8235294117647058, 'recall': 0.875, 'f1-score': 0.8484848484848485, 'support': 32}","{'precision': 0.8282208588957055, 'recall': 0.8035714285714286, 'f1-score': 0.8157099697885197, 'support': 672}","{'precision': 0.779008490934441, 'recall': 0.8034359605610101, 'f1-score': 0.7897500651449545, 'support': 672}","{'precision': 0.8318360217489777, 'recall': 0.8035714285714286, 'f1-score': 0.8157897343960343, 'support': 672}",0.042898550629615784,3538,0.008120804093778133
"{'precision': 0.6, 'recall': 0.5555555555555556, 'f1-score': 0.576923076923077, 'support': 54}","{'precision': 0.8333333333333334, 'recall': 0.8582089552238806, 'f1-score': 0.8455882352941176, 'support': 134}","{'precision': 0.8756345177664975, 'recall': 0.7632743362831859, 'f1-score': 0.8156028368794327, 'support': 452}","{'precision': 0.84375, 'recall': 0.84375, 'f1-score': 0.84375, 'support': 32}","{'precision': 0.8420195439739414, 'recall': 0.7693452380952381, 'f1-score': 0.8040435458786936, 'support': 672}","{'precision': 0.7881794627749577, 'recall': 0.7551972117656555, 'f1-score': 0.7704660372741569, 'support': 672}","{'precision': 0.8435319474659576, 'recall': 0.7693452380952381, 'f1-score': 0.8037427856439903, 'support': 672}",0.08726401627063751,3669,0.007375475484877825
"{'precision': 0.6181818181818182, 'recall': 0.6296296296296297, 'f1-score': 0.6238532110091743, 'support': 54}","{'precision': 0.8095238095238095, 'recall': 0.8880597014925373, 'f1-score': 0.8469750889679715, 'support': 134}","{'precision': 0.8650602409638555, 'recall': 0.7942477876106194, 'f1-score': 0.8281430219146482, 'support': 452}","{'precision': 0.7931034482758621, 'recall': 0.71875, 'f1-score': 0.7540983606557378, 'support': 32}","{'precision': 0.8281733746130031, 'recall': 0.7961309523809523, 'f1-score': 0.8118361153262518, 'support': 672}","{'precision': 0.7714673292363363, 'recall': 0.7576717796831965, 'f1-score': 0.7632674206368829, 'support': 672}","{'precision': 0.830721053450147, 'recall': 0.7961309523809523, 'f1-score': 0.8119561439919765, 'support': 672}",0.004699377343058586,3800,0.0015714826295152307
"{'precision': 0.6046511627906976, 'recall': 0.48148148148148145, 'f1-score': 0.5360824742268042, 'support': 54}","{'precision': 0.8251748251748252, 'recall': 0.8805970149253731, 'f1-score': 0.851985559566787, 'support': 134}","{'precision': 0.8830845771144279, 'recall': 0.7853982300884956, 'f1-score': 0.8313817330210773, 'support': 452}","{'precision': 0.6744186046511628, 'recall': 0.90625, 'f1-score': 0.7733333333333334, 'support': 32}","{'precision': 0.8367670364500792, 'recall': 0.7857142857142857, 'f1-score': 0.8104374520337682, 'support': 672}","{'precision': 0.7468322924327784, 'recall': 0.7634316816238376, 'f1-score': 0.7481957750370005, 'support': 672}","{'precision': 0.8392265082867305, 'recall': 0.7857142857142857, 'f1-score': 0.8089966199142717, 'support': 672}",0.02912149578332901,3931,0.0009591283742338419
